paper_id,forum,title,pdf_url
IULlNTZZel,IULlNTZZel,RedHat: Towards Reducing Hallucination in Essay Critiques with Large Language Models,https://openreview.net/pdf?id=IULlNTZZel
gx1wHnf5Vp,gx1wHnf5Vp,Drop-Upcycling: Training Sparse Mixture of Experts with Partial Re-initialization,https://openreview.net/pdf?id=gx1wHnf5Vp
BPyNGmM3jy,BPyNGmM3jy,DiRaGNN: Attention-Enhanced Entity Ranking for Sparse Graph Networks,https://openreview.net/pdf?id=BPyNGmM3jy
PflweLMInP,PflweLMInP,Complete multi-modal metric learning for multi-modal sarcasm detection,https://openreview.net/pdf?id=PflweLMInP
LsTIW9VAF7,LsTIW9VAF7,Less is More: Stealthy and Adaptive Clean-Image Backdoor Attacks with Few Poisoned,https://openreview.net/pdf?id=LsTIW9VAF7
Kh5OS3oNlg,Kh5OS3oNlg,PARSE-Ego4D: Personal Action Recommendation Suggestions for Ego-Centric Videos,https://openreview.net/pdf?id=Kh5OS3oNlg
E4LAVLXAHW,E4LAVLXAHW,Black-Box Detection of Language Model Watermarks,https://openreview.net/pdf?id=E4LAVLXAHW
5VK1UulEbE,5VK1UulEbE,FredNormer: Frequency Domain Normalization for Non-stationary Time Series Forecasting,https://openreview.net/pdf?id=5VK1UulEbE
tpHqsyZ3YX,tpHqsyZ3YX,ProAdvPrompter: A Two-Stage Journey to Effective Adversarial Prompting for LLMs,https://openreview.net/pdf?id=tpHqsyZ3YX
LOAfGVdL2G,LOAfGVdL2G,Commute Your Domains: Trajectory Optimality Criterion for Multi-Domain Learning,https://openreview.net/pdf?id=LOAfGVdL2G
PHkUNcno9n,PHkUNcno9n,BALSA: Benchmarking Active Learning Strategies for Autonomous laboratories,https://openreview.net/pdf?id=PHkUNcno9n
glgvpS1dD1,glgvpS1dD1,Robust Heterogeneous Treatment Effect Estimation under Covariate Perturbation,https://openreview.net/pdf?id=glgvpS1dD1
ArJikvI6xo,ArJikvI6xo,GFLAgent: Green Federated Learning Agent for Alleviating Heterogeneity,https://openreview.net/pdf?id=ArJikvI6xo
kVrwHLAb20,kVrwHLAb20,Ward: Provable RAG Dataset Inference via LLM Watermarks,https://openreview.net/pdf?id=kVrwHLAb20
NH47cNdgNz,NH47cNdgNz,From Imitation to Introspection: Probing Self-Consciousness in Language Models,https://openreview.net/pdf?id=NH47cNdgNz
sjGmiI49sd,sjGmiI49sd,Multimodal LLM-guided Query Optimization for Visual-Language Retrieval,https://openreview.net/pdf?id=sjGmiI49sd
LoXJlAW3gU,LoXJlAW3gU,Diffusion on language model encodings for protein sequence generation,https://openreview.net/pdf?id=LoXJlAW3gU
oW3XIIHaOn,oW3XIIHaOn,ToG-I: Progressively Instructed Knowledge Graph-based Large Language Model Reasoning,https://openreview.net/pdf?id=oW3XIIHaOn
h2Q3gOIz8q,h2Q3gOIz8q,Black-Box Adversarial Attacks on LLM-Based Code Completion,https://openreview.net/pdf?id=h2Q3gOIz8q
n6YVISFrcN,n6YVISFrcN,Rethinking MUSHRA: Addressing Modern Challenges in Text-to-Speech Evaluation,https://openreview.net/pdf?id=n6YVISFrcN
4fyg68nmd7,4fyg68nmd7,Scaling Laws for Task-Optimized Models of the Primate Visual Ventral Stream,https://openreview.net/pdf?id=4fyg68nmd7
fvyuKLTC3s,fvyuKLTC3s,Cayley Maze: Universal Open-Ended Reinforcement Learning Environment,https://openreview.net/pdf?id=fvyuKLTC3s
dTkqaCKLPp,dTkqaCKLPp,SCOPE: A Self-supervised Framework for Improving Faithfulness in Conditional Text Generation,https://openreview.net/pdf?id=dTkqaCKLPp
TLgDQ0Rr2Z,TLgDQ0Rr2Z,Principle Counterfactual Fairness,https://openreview.net/pdf?id=TLgDQ0Rr2Z
DFSb67ksVr,DFSb67ksVr,Clique Number Estimation via Differentiable Functions of Adjacency Matrix Permutations,https://openreview.net/pdf?id=DFSb67ksVr
jkVQ31GeIA,jkVQ31GeIA,Auto-RAG: Autonomous Retrieval-Augmented Generation for Large Language Models,https://openreview.net/pdf?id=jkVQ31GeIA
5V8d2dVF1F,5V8d2dVF1F,Assessing Vulnerabilities of Large Language Models to Social Bias Attacks,https://openreview.net/pdf?id=5V8d2dVF1F
qcyn7ESaM8,qcyn7ESaM8,Bridging PCA and Neural Networks: New Insights into Class Bias,https://openreview.net/pdf?id=qcyn7ESaM8
zHeHIIFQVF,zHeHIIFQVF,Train once and generalize: Zero-shot quantum state preparation with RL,https://openreview.net/pdf?id=zHeHIIFQVF
IiAckbuccF,IiAckbuccF,Nonmyopic Bayesian Optimization in Dynamic Cost Settings,https://openreview.net/pdf?id=IiAckbuccF
DnfPX10Etk,DnfPX10Etk,JOOCI: A FRAMEWORK FOR LEARNING COMPREHENSIVE SPEECH REPRESENTATIONS,https://openreview.net/pdf?id=DnfPX10Etk
cvKpmgZUJj,cvKpmgZUJj,\title{The Logical Reasoning Dilemma of LLMs: A Mapping Deficit in Representation},https://openreview.net/pdf?id=cvKpmgZUJj
QSTv4os59f,QSTv4os59f,Learning-Augmented Streaming Algorithms for Correlation Clustering,https://openreview.net/pdf?id=QSTv4os59f
UE3okxYTUR,UE3okxYTUR,MMAR: Towards Lossless Multi-Modal Auto-Regressive Prababilistic Modeling,https://openreview.net/pdf?id=UE3okxYTUR
TXfzH933qV,TXfzH933qV,Reliable and Diverse Evaluation of LLM Medical Knowledge Mastery,https://openreview.net/pdf?id=TXfzH933qV
5YRw1m6GSz,5YRw1m6GSz,Personalized Federated Learning via Tailored Lorentz Space,https://openreview.net/pdf?id=5YRw1m6GSz
nVbbB3Jmyo,nVbbB3Jmyo,Degree-aware Spiking Graph Domain Adaptation for Classification,https://openreview.net/pdf?id=nVbbB3Jmyo
UFBabPTgr2,UFBabPTgr2,SynthFormer: Equivariant Pharmacophore-based Generation of Molecules for Ligand-Based Drug Design,https://openreview.net/pdf?id=UFBabPTgr2
2z340YQdvJ,2z340YQdvJ,Revisiting the Relation Between Robustness and Universality,https://openreview.net/pdf?id=2z340YQdvJ
YOrN9vNrqo,YOrN9vNrqo,SparsePO: Controlling Preference Alignment of LLMs via Sparse Token Masks,https://openreview.net/pdf?id=YOrN9vNrqo
nphsoKxlFs,nphsoKxlFs,Dynamic Contrastive Learning for Time Series Representation,https://openreview.net/pdf?id=nphsoKxlFs
KJ4hQAfqVa,KJ4hQAfqVa,Meta-Learning for Dynamic Synaptic Plasticity in Spiking Neural Networks,https://openreview.net/pdf?id=KJ4hQAfqVa
TkbjqexD8w,TkbjqexD8w,Invariant Spatiotemporal Representation Learning for Cross-patient Seizure Classification,https://openreview.net/pdf?id=TkbjqexD8w
9mOs2Bxd3Q,9mOs2Bxd3Q,Extending Stability Analysis to Adaptive Optimization Algorithms Using Loss Surface Geometry,https://openreview.net/pdf?id=9mOs2Bxd3Q
Gi3SwL98nL,Gi3SwL98nL,Leveraging LLM Embeddings for Cross Dataset Label Alignment and Zero Shot Music Emotion Prediction,https://openreview.net/pdf?id=Gi3SwL98nL
znL549Ymoi,znL549Ymoi,Interpretability of LLM Deception: Universal Motif,https://openreview.net/pdf?id=znL549Ymoi
CvunOaPA1W,CvunOaPA1W,Multi-Dimensional Insights: Benchmarking Real-World Personalization in Large Multimodal Models,https://openreview.net/pdf?id=CvunOaPA1W
NGKQoaqLpo,NGKQoaqLpo,How new data permeates LLM knowledge and how to dilute it,https://openreview.net/pdf?id=NGKQoaqLpo
G7sIFXugTX,G7sIFXugTX,SWE-Search: Enhancing Software Agents with Monte Carlo Tree Search and Iterative Refinement,https://openreview.net/pdf?id=G7sIFXugTX
82p8VHRsaK,82p8VHRsaK,Language Models are Advanced Anonymizers,https://openreview.net/pdf?id=82p8VHRsaK
oY2jw2NLiM,oY2jw2NLiM,Coresets for $k$-mean clustering of segments,https://openreview.net/pdf?id=oY2jw2NLiM
pL8ws91RW2,pL8ws91RW2,Hierarchical Self-Supervised Graph Contrastive Learning: Capturing Multi-Scale Structural Information,https://openreview.net/pdf?id=pL8ws91RW2
Ouu3HnIVBc,Ouu3HnIVBc,ADAM: An Embodied Causal Agent in Open-World Environments,https://openreview.net/pdf?id=Ouu3HnIVBc
wFg0shwoRe,wFg0shwoRe,Expected Return Symmetries,https://openreview.net/pdf?id=wFg0shwoRe
3LFR5N2uv8,3LFR5N2uv8,Younger: The First Dataset for Artificial Intelligence-Generated Neural Network Architecture,https://openreview.net/pdf?id=3LFR5N2uv8
ODzT43I5lJ,ODzT43I5lJ,Differentially Private One Permutation Hashing,https://openreview.net/pdf?id=ODzT43I5lJ
w1MEIGDepc,w1MEIGDepc,FlowAgent: a New Paradigm for Workflow Agent,https://openreview.net/pdf?id=w1MEIGDepc
x83w6yGIWb,x83w6yGIWb,Beware of Calibration Data for Pruning Large Language Models,https://openreview.net/pdf?id=x83w6yGIWb
DjHnxxlqwl,DjHnxxlqwl,"Solving Urban Network Security Games: Learning Platform, Benchmark, and Challenge for AI Research",https://openreview.net/pdf?id=DjHnxxlqwl
plAiJUFNja,plAiJUFNja,Graph-Enhanced Learning for Predicting Optimal Drug Combinations Using Contrastive Embedding,https://openreview.net/pdf?id=plAiJUFNja
Se6MgCtRhz,Se6MgCtRhz,Herald: A Natural Language Annotated Lean 4 Dataset,https://openreview.net/pdf?id=Se6MgCtRhz
63Pq7q7ybl,63Pq7q7ybl,Toward Domain Translation with Monolingual Domain Data Only,https://openreview.net/pdf?id=63Pq7q7ybl
gFUomIaycw,gFUomIaycw,Dynamic Routing Mixture of Experts for Enhanced Multi-Label Image Classification,https://openreview.net/pdf?id=gFUomIaycw
BUj9VSCoET,BUj9VSCoET,Efficient Residual Learning with Mixture-of-Experts for Universal Dexterous Grasping,https://openreview.net/pdf?id=BUj9VSCoET
5z9GjHgerY,5z9GjHgerY,DPLM-2: A Multimodal Diffusion Protein Language Model,https://openreview.net/pdf?id=5z9GjHgerY
kWtP5ZOErR,kWtP5ZOErR,EvoPress: Towards Optimal Dynamic Model Compression via Evolutionary Search,https://openreview.net/pdf?id=kWtP5ZOErR
KD9F5Ap878,KD9F5Ap878,OptiBench: Benchmarking Large Language Models in Optimization Modeling with Equivalence-Detection Evaluation,https://openreview.net/pdf?id=KD9F5Ap878
moWiYJuSGF,moWiYJuSGF,Web Agents with World Models: Learning and Leveraging Environment Dynamics in Web Navigation,https://openreview.net/pdf?id=moWiYJuSGF
4YzVF9isgD,4YzVF9isgD,HyperFace: Generating Synthetic Face Recognition Datasets by Exploring Face Embedding Hypersphere,https://openreview.net/pdf?id=4YzVF9isgD
i3tBySZWrR,i3tBySZWrR,Machine Unlearning in Audio: Bridging The Modality Gap Via the Prune and Regrow Paradigm,https://openreview.net/pdf?id=i3tBySZWrR
UHg1xTRzZK,UHg1xTRzZK,Boosting LLM Translation Skills without General Ability Loss via Rationale Distillation,https://openreview.net/pdf?id=UHg1xTRzZK
Kak2ZH5Itp,Kak2ZH5Itp,Language Imbalance Driven Rewarding for Multilingual Self-improving,https://openreview.net/pdf?id=Kak2ZH5Itp
55Ruu7bF4b,55Ruu7bF4b,MambaFormer-MOE: Mamba-Transformer-based Mixture-of-Experts for Time Series Prediction,https://openreview.net/pdf?id=55Ruu7bF4b
p4RAKZ4oik,p4RAKZ4oik,FedDTPT: Federated Discrete and Transferable Prompt Tuning for Black-Box Large Language Models,https://openreview.net/pdf?id=p4RAKZ4oik
5x1Gklb3mf,5x1Gklb3mf,Learning Phase Representations for Microstructural Segmentation in Metallographic Images through Expert Knowledge,https://openreview.net/pdf?id=5x1Gklb3mf
l4jBHP4FPy,l4jBHP4FPy,FAN: Fourier Analysis Networks,https://openreview.net/pdf?id=l4jBHP4FPy
9mO9CNgNrh,9mO9CNgNrh,TableTextGrad: A Reflexive Framework for Tabuar Understanding,https://openreview.net/pdf?id=9mO9CNgNrh
rlsWIBDWhW,rlsWIBDWhW,Cluster-Driven Adversarial Perturbations for Robust Contrastive Learning,https://openreview.net/pdf?id=rlsWIBDWhW
gz8Rr1iuDK,gz8Rr1iuDK,Geometric and Physical Constraints Synergistically Improve Neural PDE Integration,https://openreview.net/pdf?id=gz8Rr1iuDK
dgR6i4TSng,dgR6i4TSng,Quantum-PEFT: Ultra parameter-efficient fine-tuning,https://openreview.net/pdf?id=dgR6i4TSng
hCfhfwSfCg,hCfhfwSfCg,Generate explorative goals with large language model guidance,https://openreview.net/pdf?id=hCfhfwSfCg
b89OyrljJD,b89OyrljJD,How Well Can LLMs Synthesize Molecules? An LLM-Powered Framework for Multi-Step Retrosynthesis,https://openreview.net/pdf?id=b89OyrljJD
5swfKRkCx7,5swfKRkCx7,Two Heads are Better than One: Retrieval Augmented LLM for Question Answering with External Knowledge Attention,https://openreview.net/pdf?id=5swfKRkCx7
9dFCm4uZo8,9dFCm4uZo8,Exploring Compositionality in Vision Transformers using Wavelet Representations,https://openreview.net/pdf?id=9dFCm4uZo8
rpwGUtTeA5,rpwGUtTeA5,UniCBE: An Uniformity-driven Comparing Based Evaluation Framework with Unified Multi-Objective Optimization,https://openreview.net/pdf?id=rpwGUtTeA5
TadxJc1XAE,TadxJc1XAE,TeacherActivityNet: A Novel Dataset for Monitoring Faculty Activities in Office Settings,https://openreview.net/pdf?id=TadxJc1XAE
UxzKcIZedp,UxzKcIZedp,Think Then React: Towards Unconstrained Action-to-Reaction Motion Generation,https://openreview.net/pdf?id=UxzKcIZedp
5zjsZiYEnr,5zjsZiYEnr,M-Longdoc: A Benchmark For Multimodal Super-Long Document Understanding And A Retrieval-Aware Tuning Framework,https://openreview.net/pdf?id=5zjsZiYEnr
VojvkUEq8q,VojvkUEq8q,Learning by Causality to Improve Channel Dependency Modeling in Multivariate Time Series Forecasting,https://openreview.net/pdf?id=VojvkUEq8q
dPqfgsYn6l,dPqfgsYn6l,Active Gaze Behavior Boosts Self-Supervised Object Learning,https://openreview.net/pdf?id=dPqfgsYn6l
NJUzUq2OIi,NJUzUq2OIi,Efficient Full-Context Retrieval for Long Documents,https://openreview.net/pdf?id=NJUzUq2OIi
Gv4uHroun5,Gv4uHroun5,Beyond One-Size-Fits-All: Tailored Benchmarks for Efficient Model Evaluation,https://openreview.net/pdf?id=Gv4uHroun5
1Iu2Yte5N6,1Iu2Yte5N6,Rapid Selection and Ordering of In-Context Demonstrations via Prompt Embedding Clustering,https://openreview.net/pdf?id=1Iu2Yte5N6
ywgwArtbDq,ywgwArtbDq,Seeing Through the Mask: Rethinking Adversarial Examples for CAPTCHAs,https://openreview.net/pdf?id=ywgwArtbDq
AKsfpHc9sN,AKsfpHc9sN,Alignment-Aware Model Extraction Attacks on Large Language Models,https://openreview.net/pdf?id=AKsfpHc9sN
1qP3lsatCR,1qP3lsatCR,NetMoE: Accelerating MoE Training through Dynamic Sample Placement,https://openreview.net/pdf?id=1qP3lsatCR
tNn6Hskmti,tNn6Hskmti,Asymptotic Analysis of Two-Layer Neural Networks after One Gradient Step under Gaussian Mixtures Data with Structure,https://openreview.net/pdf?id=tNn6Hskmti
X5tBNz4qtl,X5tBNz4qtl,Offline Safe Policy Optimization From Human Feedback,https://openreview.net/pdf?id=X5tBNz4qtl
OW9elPTHcE,OW9elPTHcE,A General Feature Attribution Framework under a Black-box Setting,https://openreview.net/pdf?id=OW9elPTHcE
G1fzW97QKR,G1fzW97QKR,Boosting Long-Context LLM Inference Efficiency with Intra-Layer Attention Similarity,https://openreview.net/pdf?id=G1fzW97QKR
sHUstMPM6Z,sHUstMPM6Z,Revolutionizing AI Companion in FPS Games,https://openreview.net/pdf?id=sHUstMPM6Z
ctzGqxE3O0,ctzGqxE3O0,BID: Broad Incremental for Android Malware Detection,https://openreview.net/pdf?id=ctzGqxE3O0
rlgplAuN2p,rlgplAuN2p,OCEAN: Offline Chain-of-thought Evaluation and Alignment in Large Language Models,https://openreview.net/pdf?id=rlgplAuN2p
2NqrA1wYi6,2NqrA1wYi6,Unraveling the Complexity of Memory in RL Agents: an Approach for Classification and Evaluation,https://openreview.net/pdf?id=2NqrA1wYi6
to4PdiiILF,to4PdiiILF,Honesty to Subterfuge: In-Context Reinforcement Learning Can Make Honest Models Reward Hack,https://openreview.net/pdf?id=to4PdiiILF
VAvZ4oinpa,VAvZ4oinpa,Video Generation with Learned Action Prior,https://openreview.net/pdf?id=VAvZ4oinpa
xlxGsX1pc7,xlxGsX1pc7,U-MATH: A University-Level Benchmark for Evaluating Mathematical Skills in LLMs,https://openreview.net/pdf?id=xlxGsX1pc7
x7Q0uFTH2a,x7Q0uFTH2a,Weak Bisimulation Metric-based Representations for Sparse-Reward Reinforcement Learning,https://openreview.net/pdf?id=x7Q0uFTH2a
v5BouOktUP,v5BouOktUP,Multivariate Time-series Forecasting with SPACE: Series Prediction Augmented by Causality Estimation,https://openreview.net/pdf?id=v5BouOktUP
pDDODPtpx9,pDDODPtpx9,Distribution-Free Data Uncertainty for Neural Network Regression,https://openreview.net/pdf?id=pDDODPtpx9
S7fuHAL89C,S7fuHAL89C,Learning representations on Lp hyperspheres: The equivalence of loss functions in a MAP approach,https://openreview.net/pdf?id=S7fuHAL89C
5w51I0XlOP,5w51I0XlOP,Self-Choose: Leveraging Diverse Reasoning Solutions to Self-Correct Multimodal Large Language Models,https://openreview.net/pdf?id=5w51I0XlOP
bqf0aCF3Dd,bqf0aCF3Dd,SOO-Bench: Benchmarks for Evaluating the Stability of Offline Black-Box Optimization,https://openreview.net/pdf?id=bqf0aCF3Dd
yR47RmND1m,yR47RmND1m,Understanding and Enhancing Safety Mechanisms of LLMs via Safety-Specific Neuron,https://openreview.net/pdf?id=yR47RmND1m
1eQT9OzfNQ,1eQT9OzfNQ,Long Context Compression with Activation Beacon,https://openreview.net/pdf?id=1eQT9OzfNQ
du9reSRIo1,du9reSRIo1,RouteFinder: Towards Foundation Models for Vehicle Routing Problems,https://openreview.net/pdf?id=du9reSRIo1
vG9dVXwXQV,vG9dVXwXQV,Pre-Trained Vision-Language Model Selection and Reuse for Downstream Tasks,https://openreview.net/pdf?id=vG9dVXwXQV
VU4WuN0zwV,VU4WuN0zwV,IMPaCT GNN: Imposing invariance with Message Passing in Chronological split Temporal Graphs,https://openreview.net/pdf?id=VU4WuN0zwV
ZNHGsuMAgX,ZNHGsuMAgX,A Diagonal Structured State Space Model on Loihi 2 for Efficient Streaming Sequence Processing,https://openreview.net/pdf?id=ZNHGsuMAgX
7mlvOHL6qJ,7mlvOHL6qJ,LASeR: Towards Diversified and Generalizable Robot Design with Large Language Models,https://openreview.net/pdf?id=7mlvOHL6qJ
4g0PUEAHg0,4g0PUEAHg0,Transformers Learn Bayesian Networks Autoregressively In-Context,https://openreview.net/pdf?id=4g0PUEAHg0
b0qxhCaKIY,b0qxhCaKIY,When Prompt Meets Frequency Learning for Efficient Image Restoration,https://openreview.net/pdf?id=b0qxhCaKIY
wgnMdxS2nZ,wgnMdxS2nZ,MQFL-FHE: Multimodal Quantum Federated Learning Framework with Fully Homomorphic Encryption,https://openreview.net/pdf?id=wgnMdxS2nZ
2Chkk5Ye2s,2Chkk5Ye2s,Be More Diverse than the Most Diverse: Optimal Mixtures of Generative Models via Mixture-UCB Bandit Algorithms,https://openreview.net/pdf?id=2Chkk5Ye2s
L14sqcrUC3,L14sqcrUC3,TabReD: Analyzing Pitfalls and Filling the Gaps in Tabular Deep Learning Benchmarks,https://openreview.net/pdf?id=L14sqcrUC3
dM1wO2OkbO,dM1wO2OkbO,Linear-Time Sequence Modeling with MLPs,https://openreview.net/pdf?id=dM1wO2OkbO
YcbE2K3i2E,YcbE2K3i2E,SaTran: An efficient Transformer exploiting Spatiotemporal Redundancies for Satellite Image Time Series Representation Learning,https://openreview.net/pdf?id=YcbE2K3i2E
DIAaRdL2Ra,DIAaRdL2Ra,Convergence of Adafactor under Non-Convex Smooth Stochastic Optimization,https://openreview.net/pdf?id=DIAaRdL2Ra
eIgGesYKLG,eIgGesYKLG,Arithmetic Transformers Can Length-Generalize in Both Operand Length and Count,https://openreview.net/pdf?id=eIgGesYKLG
0rS9o1uKqu,0rS9o1uKqu,Training-Like Data Reconstruction,https://openreview.net/pdf?id=0rS9o1uKqu
p0DjhjPXl3,p0DjhjPXl3,Stealthy Shield Defense: A Conditional Mutual Information-Based Approach against Black-Box Model Inversion Attacks,https://openreview.net/pdf?id=p0DjhjPXl3
17idjbdHVW,17idjbdHVW,A Computation and Communication Efficient Projection-free Algorithm for Decentralized Constrained Optimization,https://openreview.net/pdf?id=17idjbdHVW
erOd1p2Mlu,erOd1p2Mlu,Democratizing online marketing with novel text-augmenting technologies: leveraging NLP in marketing with AMCN2,https://openreview.net/pdf?id=erOd1p2Mlu
VxJjw52dZu,VxJjw52dZu,LION: A bidirectional framework that trains like a Transformer and infers like an RNN,https://openreview.net/pdf?id=VxJjw52dZu
l1hk4q7ZY7,l1hk4q7ZY7,Relation Augmented Preferential Bayesian Optimization via Preference Propagation,https://openreview.net/pdf?id=l1hk4q7ZY7
jbfDg4DgAk,jbfDg4DgAk,Sparse Watermarking in LLMs with Enhanced Text Quality,https://openreview.net/pdf?id=jbfDg4DgAk
3ENBquM4b4,3ENBquM4b4,Plasticity from Structured Sparsity: Mastering Continual Reinforcement Learning through Fine-grained Network Allocation and Dormant Neuron Exploration,https://openreview.net/pdf?id=3ENBquM4b4
uMEsKEiB7J,uMEsKEiB7J,NovelQA: Benchmarking Question Answering on Documents Exceeding 200K Tokens,https://openreview.net/pdf?id=uMEsKEiB7J
Jt1gGIumJo,Jt1gGIumJo,Highlight Diffusion: Training-Free Attention Guided Acceleration for Text-to-Image Models,https://openreview.net/pdf?id=Jt1gGIumJo
meY36sGyyv,meY36sGyyv,Graphical-TS: An Interactive AI Pipeline for Multivariate Time Series with Ground-truth Graphical Modeling,https://openreview.net/pdf?id=meY36sGyyv
